,year,Country,mean_temp,median_temp,max_temp,min_temp,variance_temp,emission
0,1970,Afghanistan,14.783083333333332,15.471,26.862,1.3370000000000002,88.55211699242422,1.7182055194
1,1970,Albania,12.839666666666666,12.124500000000001,22.264,5.172000000000001,42.2218926060606,4.813550215686
2,1970,Algeria,23.322833333333335,22.593,33.709,13.013,57.599106151515166,18.93157288567
3,1970,Angola,22.149833333333333,23.0415,23.493,19.11,2.7195357878787902,8.95256826035
4,1970,Anguilla,26.91616666666667,27.011499999999998,28.2,25.549,1.0861525151515148,0.00216828960215
5,1970,Argentina,15.195333333333332,15.9495,21.538,7.957999999999998,24.336118969696965,88.858399625
6,1970,Armenia,9.846583333333333,10.185500000000001,21.388,-3.045,72.0465406287879,10.881943888
7,1970,Aruba,28.369333333333334,28.275,29.778,27.028,1.146967515151511,0.06903589277232
8,1970,Australia,21.775750000000002,22.5745,28.377,14.0,27.337240568181812,161.07652580366
9,1970,Austria,5.934833333333334,5.3415,15.476,-3.892,57.182287242424245,53.79529319974
10,1970,Azerbaijan,12.26075,12.0805,23.553,0.92,63.98058347727274,32.17473007597
11,1970,Bahamas,25.038666666666668,25.446,28.719,20.768,8.01063078787879,3.2305159307
12,1970,Bahrain,26.33458333333333,27.064500000000002,34.986999999999995,16.575,43.57225153787879,2.96238978605
13,1970,Bangladesh,25.186583333333335,27.19,29.067,18.039,15.547634992424234,3.347695844708
14,1970,Barbados,26.76991666666667,26.9095,27.788,25.651,0.4708722651515153,0.666811709857
15,1970,Belarus,5.764083333333333,5.977500000000001,18.305,-8.602,94.01075553787878,67.36955157332
16,1970,Belgium,9.498999999999999,9.1985,17.88,1.505,42.80379163636363,140.06127975004
17,1970,Belize,25.140833333333333,26.0815,27.446,21.915000000000006,4.456584515151507,0.149681932414
18,1970,Benin,27.524916666666666,27.128,30.657,25.157,3.3448369924242343,0.320453725
19,1970,Bhutan,12.107166666666666,13.122,18.046,3.419,29.50743924242425,0.051273723136
20,1970,Bolivia,21.51625,22.1755,23.687,17.94,3.804062386363631,3.073862798839
21,1970,Botswana,22.855833333333333,24.484,27.755,15.880999999999998,18.66867469696971,0.2925036266
22,1970,Brazil,25.191083333333335,25.523000000000003,26.13,23.499,0.6397551742424255,109.58176761137
23,1970,British Virgin Islands,26.606583333333333,26.5575,28.011,25.228,1.084669356060605,0.01992192686
24,1970,Bulgaria,10.934583333333334,10.808,21.35,1.3569999999999998,52.66068681060606,68.37532482598
25,1970,Burkina Faso,28.50091666666667,27.821500000000004,32.315,24.89,5.447808628787874,0.2475301731
26,1970,Burundi,20.054916666666667,19.9435,20.927,19.017,0.27586881060605967,0.0645104548
27,1970,Cambodia,27.008583333333334,27.0415,28.935,25.145,2.0375282651515145,0.20854156272
28,1970,Cameroon,24.610416666666666,24.298000000000002,26.399,23.361,1.2706364469696931,0.900120137
29,1970,Canada,-5.103166666666667,-4.351500000000001,13.357,-23.575,186.3562656060606,358.7028427067
30,1970,Cayman Islands,26.736500000000003,27.2155,28.879,23.551,3.347611545454548,0.065820125142
31,1970,Central African Republic,25.42975,24.8905,27.487,23.59,1.7944545681818156,0.084928409673
32,1970,Chad,27.020750000000003,27.6,31.641,21.402,11.264474386363638,0.1698325867
33,1970,Chile,9.65375,9.937,13.979,5.21,10.397848568181827,27.89052906399
34,1970,China,6.5681666666666665,7.611000000000001,19.75,-8.788,107.38571960606063,909.5773190544
35,1970,Colombia,24.931250000000002,24.838500000000003,25.513,24.549000000000003,0.1053336590909084,28.59965302483
36,1970,Comoros,25.91,26.3295,27.724,24.111,1.5910819999999986,0.02388977944
37,1970,Congo,24.741083333333332,24.6115,25.985,23.266,0.7851595378787909,1.806098675727
38,1970,Costa Rica,25.554000000000002,25.560499999999998,26.68,24.493,0.522754727272728,1.446756481337
39,1970,Croatia,11.310666666666668,10.6855,21.23,1.719,55.52320296969697,23.38406465818
40,1970,Cuba,25.412166666666668,25.846,27.854,21.95,4.20900196969697,21.93258194749
41,1970,Curaçao,27.80391666666667,27.882000000000005,28.94400000000001,26.658,0.8568237196969721,14.51851194421
